id	panellist	severity	file	title	what_is_wrong
D24	D	Major	app/webhooks/delivery.py — backoff_for()	the backoff has no jitter	backoff_for returns exactly BASE_DELAY_SECONDS ** attempt seconds, so all deliveries that failed in the same batch retry in lockstep and hammer the receiver in synchronized waves.
D25	D	Major	app/webhooks/delivery.py — deliver()	only httpx.HTTPError is caught, so any other exception aborts the whole batch	Exceptions from _finish, from session_scope, or a None endpoint escape deliver into asyncio.gather, which is called without return_exceptions=True, so one bad delivery cancels the sibling coroutines and leaves them in in_flight.
D26	D	Major	app/webhooks/delivery.py — deliver()	the loaded endpoint is not checked for None	session.get returns None when the endpoint row was deleted, and endpoint.signing_secret then raises AttributeError inside the retry loop, which is not an HTTPError and so is not caught.
D27	D	Major	app/webhooks/delivery.py — _finish()	the delivery row is not checked for None before being mutated	_finish assigns row.status immediately after session.get, so a delivery whose row was removed by a cascading endpoint delete raises AttributeError and takes down the gather.
D28	D	Major	app/webhooks/delivery.py — send_once()	the outbound signature and headers are written to the application log	"log.info(""POST %s headers=%s"", ...) logs the full header dict including X-Acme-Signature, putting an authentication credential derived from the shared secret into logs that get shipped and indexed."
D29	D	Major	app/webhooks/delivery.py — _finish()	the entire response body is persisted with no size bound	_finish stores response.text and the f-string detail straight into response_body TEXT, so a receiver returning a multi-megabyte body writes it verbatim into the database on every attempt.
D30	D	Major	app/webhooks/delivery.py — enqueue_for_event()	next_attempt_at is written as a naive datetime while the claim query compares against an aware one	enqueue_for_event uses datetime.utcnow() (naive) whereas _claim_batch filters with datetime.now(timezone.utc), so the comparison mixes naive and aware values against a timezone-aware column.
D31	D	Major	app/webhooks/delivery.py — enqueue_for_event()	an async function does entirely blocking database work	enqueue_for_event, _claim_batch and _finish are synchronous SQLAlchemy calls invoked from coroutines with no thread offload, so every database round trip blocks the event loop that is supposed to be running deliveries concurrently.
D32	D	Major	app/webhooks/delivery.py — run_worker()	an exception from _claim_batch kills the worker permanently	The try block has only a finally, so a transient database error propagates out of the while loop and terminates run_worker with no restart, silently stopping all webhook delivery.
D33	D	Minor	app/webhooks/delivery.py — run_worker()	batch may be unbound when it is tested	if not batch runs after the try/finally, and the name is only assigned inside the try, so a failure in _claim_batch would reach the test with batch undefined were the exception ever suppressed.
D34	D	Major	app/events/dispatcher.py — dispatch()	webhook enqueue failures are swallowed, so events are silently never delivered	The enqueue call is wrapped in except Exception with only a log.warning, and it runs after the event transaction has already committed, so a database blip drops the webhook for that event with no outbox row and no retry.
D35	D	Minor	app/events/dispatcher.py — dispatch()	the swallowed exception is logged without a traceback	log.warning formats only str(exc) with no exc_info, so the stack that would identify why enqueue failed is discarded.
D36	D	Major	app/events/dispatcher.py — WEBHOOK_EVENT_TYPES	a hardcoded three-type allowlist silently overrides per-endpoint subscriptions	Only invoice.paid, invoice.payment_failed and subscription.updated ever reach enqueue_for_event, so an endpoint that registered any other event type, or an empty list meaning all types, receives nothing and gets no error.
D37	D	Major	app/api/routes/settings.py — create_webhook_endpoint()	the URL scheme check accepts plaintext http and bogus schemes	"not parsed.scheme.startswith(""http"") passes for http, and also for httpfoo or httpx, so non-TLS and nonsense schemes are stored and later handed to httpx."
D38	D	Major	app/api/routes/settings.py — create_webhook_endpoint()	event_types is stored without validating the names against the emitted set	Any string list is accepted and persisted, so a typo such as invoice.payed silently subscribes the endpoint to nothing and the user gets a 201 with no indication.
D39	D	Major	migrations/0042_webhook_delivery.sql — organizations.webhooks_enabled	the feature flag added by the migration is never read	The migration adds webhooks_enabled defaulting to FALSE, but neither the routes nor the dispatcher nor the delivery worker consults it, so webhooks are live for every org and the column is inert.
D40	D	Major	migrations/0042_webhook_delivery.sql — signing_secret	the shared HMAC secret is stored in plaintext	signing_secret is a plain TEXT column with no encryption or wrapping, so any database dump, replica or read-only analytics role yields every customer's webhook signing key.
D41	D	Major	migrations/0042_webhook_delivery.sql — TIMESTAMP columns	the migration uses TIMESTAMP while the models declare timezone-aware columns	created_at, updated_at and next_attempt_at are TIMESTAMP WITHOUT TIME ZONE in SQL but DateTime(timezone=True) in models.py, so the offset written by aware Python datetimes is dropped by the database.
D42	D	Major	migrations/0042_webhook_delivery.sql — indexes	there is no index supporting the queries the code actually issues	Only status and event_id are indexed, while _claim_batch filters status and orders by next_attempt_at and list_deliveries filters endpoint_id ordering by created_at, so both do sorts over unindexed columns.
D43	D	Minor	migrations/0042_webhook_delivery.sql — file	the migration has no rollback path	The file contains only forward DDL inside BEGIN/COMMIT with no corresponding down migration, so the two tables and the organizations column cannot be reverted by the migration tool.
D44	D	Minor	migrations/0042_webhook_delivery.sql — webhook_endpoints	nothing prevents unlimited duplicate endpoints per org	There is no unique constraint on (org_id, url) and no count limit, so the same URL can be registered repeatedly and each copy multiplies the deliveries for every event.
D45	D	Minor	app/webhooks/models.py — event_type column	the model narrows event_type to 100 characters while the migration allows unbounded TEXT	Column(String(100)) and TEXT disagree, so a value the database accepts fails the model's own length expectation depending on which path writes it.
D46	D	Minor	app/webhooks/models.py — STATUSES	the STATUSES tuple is declared but never enforced anywhere	STATUSES lists the four legal values yet no column, validator or check references it, so it documents nothing the code actually applies and drifts from the migration's CHECK.
D47	D	Minor	app/webhooks/models.py — WebhookDelivery.updated_at	updated_at has a creation default but no onupdate	The column defaults to _now at insert with no onupdate=_now, so any write that is not routed through _finish leaves updated_at showing the insert time.
D48	D	Minor	app/webhooks/models.py — created_at columns	created_at and updated_at are nullable in the model but NOT NULL in the migration	Neither column declares nullable=False, so an ORM insert that bypasses the Python-side default sends NULL and is rejected by the database rather than by validation.
D49	D	Major	app/webhooks/delivery.py — enqueue_for_event()	nothing in the delivered request identifies the event	The request body is the raw event payload and the headers carry only a timestamp and signature, so a receiver has no event id or event type to deduplicate on despite delivery being at-least-once.
D50	D	Minor	app/api/routes/settings.py — list_deliveries()	the limit parameter has a lower bound but no upper bound	Query(50, ge=1) permits limit=1000000, so a single request can pull an unbounded number of delivery rows and their serialization into memory.
D51	D	Minor	app/api/routes/settings.py — list_webhook_endpoints()	the endpoint listing is unpaginated	The query has no limit or offset and returns every endpoint for the org in one response, so the payload grows without bound as endpoints accumulate.
D52	D	Minor	app/api/routes/settings.py — EndpointIn	the request model accepts arbitrary extra fields and an unbounded url	"EndpointIn declares url as a bare str with no length limit and no extra=""forbid"", so unknown keys are ignored silently and a megabyte-long string is stored in the TEXT column."
D53	D	Minor	app/api/routes/settings.py — webhook-endpoints routes	there is no way to deactivate, delete or rotate an endpoint	active is hardcoded True at creation and only POST and GET routes exist, so a customer whose secret leaks or whose URL changes has no API path to fix it.
D54	D	Minor	app/webhooks/delivery.py — run_worker()	deliveries are fanned out with no per-endpoint concurrency limit	asyncio.gather is applied to the whole batch of up to 100 rows at once, so several deliveries destined for one endpoint hit it simultaneously.
D55	D	Minor	app/webhooks/signing.py — SECRET_BYTES	SECRET_BYTES counts characters, not bytes	new_signing_secret picks SECRET_BYTES characters from a 62-symbol alphabet, so the constant's name misstates the entropy and any future switch to token_bytes silently changes the secret length.
D56	D	Major	"docs/webhooks.md — ""Only https:// URLs are accepted"""	the documented https-only restriction is not implemented	The doc promises https-only registration while create_webhook_endpoint accepts any scheme beginning with http, so customers are told their payloads travel over TLS when they may not.
D57	D	Major	"docs/webhooks.md — ""it cannot be read back afterwards"""	the doc claims the signing secret is write-once	list_webhook_endpoints returns to_dict for every endpoint including signing_secret, so the secret is readable on demand contrary to the stated contract.
D58	D	Major	docs/webhooks.md — signature definition	the documented signing input does not match the code	"The doc says the HMAC covers ""{timestamp}.{raw_request_body}"" whereas sign hashes only a re-serialized payload, so any customer implementing verification from the doc rejects every request."
D59	D	Major	"docs/webhooks.md — ""An empty event_types subscribes the endpoint to every event type"""	the documented wildcard subscription is limited to three hardcoded types	dispatch only forwards events whose type is in WEBHOOK_EVENT_TYPES, so an empty event_types receives three types rather than every event emitted.
D60	D	Major	"docs/webhooks.md — ""a 4xx is permanent and we stop immediately"""	the documented 4xx behaviour is the opposite of the code	deliver retries every non-2xx response up to MAX_ATTEMPTS, so a 400 or 410 is retried four more times instead of stopping.
D61	D	Minor	"docs/webhooks.md — ""backoff is exponential with jitter"""	jitter is documented but not implemented	backoff_for is a pure power of two with no randomisation, so the described jitter does not exist.
D62	D	Minor	"docs/webhooks.md — ""reject requests whose timestamp is more than five minutes old"""	our own verify helper does not do what the doc asks receivers to do	The doc instructs a five-minute freshness check and constant-time comparison, while verify ignores the timestamp entirely and uses ==, so the shipped reference contradicts the published guidance.
D63	D	Minor	"docs/webhooks.md — ""deduplicate on event_id"""	the doc tells receivers to dedupe on a field they are never sent	Nothing in the body or the headers carries event_id, so the instruction cannot be followed.
D64	D	Minor	"docs/webhooks.md — ""an endpoint belonging to your organization"""	the doc asserts an ownership scope the handler does not enforce	list_deliveries filters only on the path endpoint_id, so the documented per-organization scoping is absent.
D65	D	Major	tests/webhooks/test_delivery.py — test_send_once_posts_the_signed_payload	the test never verifies the signature against the transmitted body	It asserts only that the header starts with sha256= and is the right length, so the mismatch between the signed serialization and the body httpx actually sends passes the test that claims to cover the signed payload.
D66	D	Major	tests/webhooks/test_delivery.py — test_verify_accepts_signature_produced_by_sign	the round-trip test is tautological	verify calls sign internally, so the assertion holds for any deterministic MAC regardless of canonicalization, timestamp binding or header format, and cannot fail for the reasons it appears to guard.
D67	D	Major	tests/webhooks/test_delivery.py — test_max_attempts_matches_documented_limit	the test asserts a constant against a literal instead of behaviour	assert MAX_ATTEMPTS == 5 exercises no retry code, so the attempt cap could be ignored entirely by deliver and the test would stay green.
D68	D	Major	tests/webhooks/test_delivery.py — file	the retry loop, batch claim, lock and enqueue paths have no tests at all	Only signing helpers, backoff_for and send_once are covered, leaving deliver, _claim_batch, _acquire_lock, _finish, enqueue_for_event and run_worker — where the concurrency and durability bugs live — entirely unexercised.
D69	D	Minor	tests/webhooks/test_delivery.py — test_new_signing_secret_has_prefix_and_length	the secret test checks shape only and passes for a predictable generator	It asserts the prefix and total length, so swapping a CSPRNG for random.choice, or even a constant per-process seed, leaves the test green.
D70	D	Minor	tests/webhooks/test_delivery.py — test_backoff_grows_exponentially	the backoff test pins the undocumented no-jitter behaviour and skips the boundary attempts	The parametrization covers attempts 1 to 4 with exact equality, which both codifies the absence of the documented jitter and never exercises attempt 0 or the MAX_ATTEMPTS boundary.
D71	D	Minor	tests/webhooks/test_delivery.py — FakeEndpoint and FakeDelivery	hand-rolled fakes of the ORM models hide the detached-instance and missing-row failures	The fakes expose plain class attributes that always resolve, so send_once is tested against objects that can never be expired, detached, or None the way real WebhookEndpoint and WebhookDelivery rows are.
D72	D	Minor	tests/webhooks/test_delivery.py — FakeDelivery.attempts	fake state lives on the class rather than an instance	attempts, id and payload are class attributes, so any test that mutated a fake would leak that mutation into every other test through shared state.
E01	E	Critical	app/api/routes/settings.py — list_deliveries()	the deliveries query is not scoped to the caller's organization	The query filters only on `endpoint_id` taken from the URL path, so any authenticated user can enumerate delivery history (event ids, types, response codes) for any other org's endpoints.
E02	E	Critical	app/webhooks/signing.py — new_signing_secret()	signing secrets are generated with `random.choice` instead of a CSPRNG	`random` is a seedable Mersenne Twister, so observing a few secrets lets an attacker predict others and forge signatures for other tenants' endpoints.
E03	E	Critical	app/webhooks/signing.py — sign()/serialize() vs delivery.send_once()	the signature is computed over a different byte string than the body that is sent	`sign()` HMACs `json.dumps(payload, sort_keys=True)` while `client.post(json=...)` serializes the payload independently (different key order and separators), so a receiver verifying against the raw request body gets a mismatch.
E04	E	Critical	app/webhooks/signing.py — sign()	the timestamp is not part of the signed message	The HMAC covers only the serialized payload, so `X-Acme-Timestamp` is unauthenticated and can be rewritten by anyone replaying a captured request, defeating the five-minute replay window the docs rely on.
E05	E	Critical	migrations/0042_webhook_delivery.sql — idx_webhook_deliveries_event	the unique index on `event_id` alone allows only one delivery row per event	`enqueue_for_event` inserts one row per matching endpoint for the same `event_id`, so any org with two or more subscribed endpoints hits a unique-violation and loses every delivery for that event.
E06	E	Critical	migrations/0042_webhook_delivery.sql — status CHECK constraint	the CHECK list omits the `failed_permanent` status the code writes	"The constraint allows `('pending','in_flight','delivered','failed')` but `_finish` writes `""failed_permanent""`, so exhausting retries raises a constraint violation instead of recording the failure."
E07	E	Critical	app/webhooks/delivery.py — deliver()	`time.sleep()` blocks the event loop inside an async coroutine	The retry backoff calls the synchronous `time.sleep(delay)`, which freezes the whole worker process (all 100 gathered deliveries and the lock refresh) for up to 16 seconds per retry.
E08	E	Critical	app/webhooks/delivery.py — _claim_batch()	claimed rows are used after their session closes	`session_scope()` commits and expires the ORM instances on exit, so the later reads of `delivery.attempts`, `delivery.payload` and `delivery.id` in `deliver`/`send_once` raise DetachedInstanceError.
E09	E	Critical	app/webhooks/delivery.py — deliver()	the endpoint object is read outside the session it was loaded in	`session.get(m.WebhookEndpoint, ...)` returns an instance whose session has already exited, so `endpoint.signing_secret` and `endpoint.url` in `send_once` touch expired attributes and fail.
E10	E	Critical	app/webhooks/delivery.py — _acquire_lock()	the distributed lock is a non-atomic get-then-set	Two workers can both see an empty `LOCK_KEY` before either sets it, and the separate `set`/`expire` pair can leave a lock with no TTL if the process dies between them, so the batch is processed twice.
E11	E	Major	app/webhooks/delivery.py — _claim_batch()	rows are claimed without row-level locking	The SELECT has no `FOR UPDATE SKIP LOCKED` and the status flip is a separate write, so two concurrent workers (the redis lock being unreliable) select the same pending rows and deliver each webhook twice.
E12	E	Major	app/webhooks/delivery.py — run_worker()	the lock is deleted unconditionally even after it has expired	`finally: redis_client.delete(LOCK_KEY)` deletes whatever key is present without checking ownership, so a batch that outruns the 60-second TTL erases the lock a different worker now holds.
E13	E	Major	app/webhooks/delivery.py — LOCK_KEY expiry of 60 seconds	the lock TTL is far shorter than the work it protects	A batch of 100 deliveries with a 30-second request timeout and up to 30 seconds of in-process backoff per delivery routinely exceeds 60 seconds, so the lock lapses mid-batch and a second worker starts.
E14	E	Major	app/webhooks/delivery.py — run_worker()	`batch` can be referenced before assignment	If `_claim_batch()` raises, the `finally` block runs and control falls through to `if not batch`, raising NameError and killing the worker loop.
E15	E	Major	app/webhooks/delivery.py — run_worker()	`asyncio.gather` without `return_exceptions` abandons the rest of the batch	The first non-HTTPError exception from any `deliver` (TypeError from a non-serializable payload, AttributeError on a missing row) propagates out of `gather` while sibling tasks are still running, and the `finally` then releases the lock underneath them.
E16	E	Major	app/webhooks/delivery.py — deliver()	rows stay `in_flight` forever when a worker dies mid-retry	"`_claim_batch` only selects `status == ""pending""`, and nothing ever moves `in_flight` rows back, so any crash, deploy or lock expiry during the multi-minute retry loop strands those deliveries permanently."
E17	E	Major	app/webhooks/delivery.py — deliver()	retry state is never persisted between attempts	`attempt` is a local counter and `attempts`/`next_attempt_at` are only written once at the terminal `_finish`, so the `next_attempt_at` scheduling column is unused and a restart restarts the attempt count from the stale DB value.
E18	E	Major	app/webhooks/delivery.py — deliver()	4xx responses are retried instead of failing permanently	"The success test is `200 <= status < 300` and every other status falls into the retry path, so a 400 or 404 is retried five times, contradicting the documented ""a 4xx is permanent and we stop immediately""."
E19	E	Major	app/webhooks/delivery.py — httpx.AsyncClient(follow_redirects=True)	signed POSTs are followed to redirect targets	A customer endpoint can answer 307 with any Location and httpx will re-POST the signed body and secret-derived signature headers to that host, including internal addresses.
E20	E	Major	app/api/routes/settings.py — create_webhook_endpoint()	the destination URL is not checked against internal networks	Any authenticated user can register `http://127.0.0.1:...` or `http://169.254.169.254/...` and the worker will POST to it from inside the network, giving a full SSRF primitive.
E21	E	Major	app/api/routes/settings.py — create_webhook_endpoint()	"`scheme.startswith(""http"")` accepts plain http and bogus schemes"	"The check passes for `http://`, contradicting the docs' ""Only `https://` URLs are accepted"", and also for anything else beginning with those four characters such as `httpfoo://`."
E22	E	Major	app/webhooks/models.py — WebhookEndpoint.to_dict()	`signing_secret` is returned by the list endpoint as well as creation	"`to_dict()` always includes the secret and `list_webhook_endpoints` returns it for every endpoint, so the secret is readable on demand by any org member, contradicting the documented ""it cannot be read back afterwards""."
E23	E	Major	app/events/dispatcher.py — dispatch()	a failed enqueue is swallowed and the webhook is lost forever	The event row is already committed when `enqueue_for_event` runs in its own transaction, and its failure is only logged at warning level with no outbox or retry, so the documented at-least-once guarantee does not hold.
E24	E	Major	app/events/dispatcher.py — dispatch()	an exception from an in-process subscriber prevents webhook enqueue	`await subscriber(envelope)` runs before the webhook block and is unguarded, so one failing subscriber silently drops the outbound webhook for an event that was already persisted.
E25	E	Major	app/events/dispatcher.py — WEBHOOK_EVENT_TYPES	"the hardcoded allowlist contradicts the documented ""every event type we emit"""	Only three types can ever reach the webhook path, so an endpoint registered with empty `event_types` receives nothing for any other event the system emits.
E26	E	Major	app/webhooks/signing.py — verify()	the signature comparison is not constant time	`expected == signature` short-circuits on the first differing byte, leaking timing information to a caller probing signatures — while the docs instruct customers to use a constant-time comparison.
E27	E	Major	app/webhooks/delivery.py — enqueue_for_event()	`next_attempt_at` is set with naive `datetime.utcnow()`	The value has no tzinfo while `_claim_batch` compares against a tz-aware `datetime.now(timezone.utc)`, so the comparison depends on the driver's coercion and can mis-order or exclude rows.
E28	E	Major	app/webhooks/models.py vs migrations/0042_webhook_delivery.sql	column types disagree on timezone	The ORM declares `DateTime(timezone=True)` while the migration creates plain `TIMESTAMP` columns defaulted with `now()`, so offsets are dropped and DB-side defaults record server-local time.
E29	E	Major	app/webhooks/delivery.py — _finish()	`session.get` result is used without a None check	If the delivery row was deleted (for example by the endpoint's ON DELETE CASCADE), `row.status = status` raises AttributeError on None and the delivery is left `in_flight`.
E30	E	Major	app/webhooks/delivery.py — deliver()	a missing endpoint row is not handled	`session.get(m.WebhookEndpoint, delivery.endpoint_id)` can return None for a deleted endpoint, and `send_once` then dereferences `endpoint.signing_secret`, raising inside the loop rather than failing the delivery.
E31	E	Major	app/webhooks/delivery.py — deliver()	the endpoint's `active` flag is not rechecked at send time	Only `enqueue_for_event` filters on `active`, so a delivery already queued keeps being retried for minutes after a customer deactivates the endpoint.
E32	E	Major	app/webhooks/delivery.py — send_once()	signature and timestamp headers are logged at info level	"`log.info(""POST %s headers=%s"", endpoint.url, headers)` writes the full header dict, putting per-request authentication material and the customer URL into shipped logs."
E33	E	Major	app/webhooks/delivery.py — _finish()	the remote response body is stored untruncated	`response.text` from an untrusted endpoint goes straight into `response_body`, so a customer can push arbitrarily large content into the database on every attempt.
E34	E	Major	tests/webhooks/test_delivery.py — test_send_once_posts_the_signed_payload	the test never verifies the signature against the body it captured	It only asserts the header starts with `sha256=` and is 64 hex chars, so the serialization mismatch between `sign()` and the httpx-encoded body passes the test that claims to cover signed posting.
E35	E	Major	tests/webhooks/test_delivery.py — module scope	the retry loop, claiming, locking and enqueue paths have no tests	Only the pure helpers and `send_once` are exercised, so `deliver`, `_finish`, `_claim_batch`, `_acquire_lock`, `run_worker` and `enqueue_for_event` — where every state transition lives — are entirely uncovered.
E36	E	Major	"docs/webhooks.md — ""deduplicate on `event_id`"""	the delivered request contains no event id	`send_once` posts `delivery.payload` (the raw event payload) with no envelope and no id header, so a consumer has nothing to deduplicate on.
E37	E	Minor	docs/webhooks.md — Retries section	the documented jitter does not exist	`backoff_for` returns exactly `2**attempt` seconds, so all endpoints retry in lockstep after an outage rather than with the documented jitter.
E38	E	Minor	app/api/routes/settings.py — list_deliveries()	`limit` has a lower bound but no upper bound	`Query(50, ge=1)` lets a caller pass `limit=10000000`, so a single request can pull an unbounded result set out of the deliveries table.
E39	E	Minor	migrations/0042_webhook_delivery.sql — organizations.webhooks_enabled	the new flag is never read by any code in the change	The migration adds `webhooks_enabled BOOLEAN NOT NULL DEFAULT FALSE`, but neither the dispatcher nor `enqueue_for_event` consults it, so webhooks fire for orgs the column says are disabled.
E40	E	Minor	app/api/routes/settings.py — create_webhook_endpoint()	`event_types` values are not validated against known event types	Any string is accepted and stored, so a typo like `invoice.payed` silently subscribes the endpoint to an event that will never fire.
E41	E	Minor	app/api/routes/settings.py — EndpointIn	the request model accepts unknown fields	"`BaseModel` without `extra=""forbid""` silently ignores extra keys, so a client typo in a field name is accepted with a 201 and different behaviour than requested."
E42	E	Minor	app/api/routes/settings.py — create_webhook_endpoint()	no bound on endpoint count, URL length or `event_types` size	Nothing limits how many endpoints an org registers or how large the stored URL and JSONB list are, so a single caller can grow the table and the per-event fan-out without limit.
E43	E	Minor	app/webhooks/delivery.py — run_worker()	batch concurrency is unbounded and untimed as a whole	`asyncio.gather` fires all 100 claimed deliveries at once with no semaphore and no overall deadline, so a slow set of endpoints holds 100 sockets for 30 seconds each per attempt.
E44	E	Minor	app/webhooks/delivery.py — enqueue_for_event()/_claim_batch()	synchronous DB work runs inside async functions	`session_scope()` is a blocking context manager called from coroutines, so every query stalls the event loop that the delivery tasks share.
E45	E	Minor	app/events/dispatcher.py — dispatch()	the webhook enqueue catches bare `Exception`	Any programming error inside `enqueue_for_event` — a TypeError, a bad attribute — is downgraded to a warning line, hiding real bugs behind what looks like a transient delivery problem.
E46	E	Minor	app/webhooks/models.py — STATUSES	the status tuple is declared but never enforced	Nothing validates writes against `STATUSES`, and it also disagrees with the migration's CHECK list, so it documents a contract no code applies.
E47	E	Minor	app/webhooks/models.py — WebhookDelivery.updated_at	`updated_at` has no `onupdate`	It is only refreshed where `_finish` sets it by hand, so any other write to the row leaves a stale timestamp.
E48	E	Minor	migrations/0042_webhook_delivery.sql — idx_webhook_deliveries_status	the index does not match the claim query	`_claim_batch` filters on `status` and `next_attempt_at` and orders by `next_attempt_at`, but only `status` is indexed, so the queue scan sorts a large low-cardinality bucket on every poll.
E49	E	Minor	migrations/0042_webhook_delivery.sql — webhook_endpoints	no index on `org_id`	Both `list_webhook_endpoints` and `enqueue_for_event` filter on `org_id`, which is only a foreign key and gets no index in Postgres by default.
E50	E	Minor	migrations/0042_webhook_delivery.sql — webhook_deliveries.event_id	`event_id` has no foreign key to the events table	The column is a bare BIGINT while every other id here is a real reference, so delivery rows can outlive or never match an event.
E51	E	Minor	migrations/0042_webhook_delivery.sql — whole file	the migration has no down/rollback path	Only the forward `BEGIN … COMMIT` block exists, so reverting the release requires hand-written SQL to drop the two tables and the `organizations` column.
E52	E	Minor	app/webhooks/signing.py — SECRET_BYTES	the constant names bytes but is used as a character count	`SECRET_BYTES = 32` is fed to `range()` over an alphanumeric alphabet, so it produces 32 characters, and the test asserting `len(secret) == prefix + SECRET_BYTES` locks in the misnamed semantics.
E53	E	Minor	app/webhooks/signing.py — verify()	`verify` takes no timestamp and cannot enforce freshness	Its signature accepts only secret, payload and signature, so the replay window the docs require of consumers cannot be implemented with the helper the project ships.
E54	E	Minor	app/webhooks/models.py — WebhookEndpoint.signing_secret	the shared secret is stored in plaintext	The column is a plain `TEXT` with no encryption or hashing, so a read-only database compromise yields every customer's signing key.
E55	E	Minor	tests/webhooks/test_delivery.py — test_max_attempts_matches_documented_limit	the test asserts a constant against a literal	`assert MAX_ATTEMPTS == 5` cannot fail for the reason its name claims, because it never exercises that five attempts are actually made.
E56	E	Minor	tests/webhooks/test_delivery.py — test_backoff_grows_exponentially	the test pins the undocumented no-jitter behaviour	It asserts exact equality with 2, 4, 8, 16 seconds, so the documented jitter can never be added without the test failing, and attempt 0 and attempt 5 are untested.
E57	E	Minor	tests/webhooks/test_delivery.py — FakeEndpoint/FakeDelivery	hand-rolled fakes stand in for the project's own ORM models	Class-attribute stubs never expire or detach, so the detached-instance behaviour that breaks `deliver` in production is invisible to the suite.
E58	E	Minor	tests/webhooks/test_delivery.py — module scope	the new HTTP routes have no tests	Nothing covers URL rejection, the 201 body, or org scoping of `list_deliveries`, so the API surface added by this change is unverified.
E59	E	Minor	tests/webhooks/test_delivery.py — test_new_signing_secret_has_prefix_and_length	the secret test checks only shape	It asserts prefix and length, which a predictable `random`-based generator satisfies exactly as well as a CSPRNG one.
E60	E	Minor	app/api/routes/settings.py — create_webhook_endpoint()	no role check on a settings-mutating route	`current_user` only establishes identity, so any member of an org can register a destination that receives all of that org's invoice and subscription events.
