id	arm	review	part	severity	target	file	title	what_is_wrong
F1131	W	3	a	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination access key and secret key are returned in API responses	"`Destination` tags the credentials `json:""access_key""` / `json:""secret_key""` with no `json:""-""`, and `Schedule` embeds `Destination` verbatim, so both the create response and the list response serialize the customer's live cloud credentials — directly contradicting `docs/scheduled-exports.md` (""stored encrypted and are never handed back by the API"")."
F1132	W	8	a	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey`/`SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination access key and secret key are returned in API responses	"`Destination` tags the credentials `json:""access_key""` and `json:""secret_key""` with no `-` and no separate response type, so both the create response and every `GET /v1/export-schedules` response echo the customer's live bucket credentials, directly contradicting `docs/scheduled-exports.md` (""never handed back by the API, so keep your own copy"")."
F1133	W23	1	c	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination access key and secret key are returned in API responses	"`Schedule` embeds `Destination` with plain `json:""access_key""` / `json:""secret_key""` tags and both handlers serialize the whole struct, so the create response and every `GET /v1/export-schedules` response echo the customer's cloud credentials — directly contradicting `docs/scheduled-exports.md`, which states the credentials ""are stored encrypted and are never handed back by the API"" (R49: a claim stronger than the implementation; RS4: a live credential in an exposed artifact)."
F1134	W	24	c	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination access key and secret key are returned in every API response	"`Destination` marshals `access_key` and `secret_key` like any other field, so both handlers that serialize a `Schedule` hand the customer's cloud credentials back out, directly contradicting docs/scheduled-exports.md (""The destination credentials … are never handed back by the API"")."
F1135	W23	7	b	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination access key and secret key are returned in every API response	"`Destination` tags the credential fields `json:""access_key""` and `json:""secret_key""`, and `Schedule` embeds `Destination` with `json:""destination""`, so both `create` and `list` serialize the customer's live cloud credentials back over the wire — directly contradicting docs/scheduled-exports.md (""stored encrypted and are never handed back by the API"")."
F1136	W	16	b	Critical	(other)	"internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` (tags `json:""access_key""` / `json:""secret_key""`), consumed by internal/api/exports.go `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`"	destination access key and secret key are serialized back in every create and list response	"`Schedule` embeds `Destination` with both credential fields carrying ordinary JSON tags and is written straight to the response body by both handlers, directly contradicting docs/scheduled-exports.md (""The destination credentials ... are never handed back by the API, so keep your own copy"")."
F1137	W	19	b	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination access key and secret key are serialized back to API clients	"`Destination` tags the credentials `json:""access_key""` and `json:""secret_key""` with no `-`, and `Schedule` embeds `Destination` by value, so both `create` and `list` marshal the customer's live bucket credentials straight into the HTTP response — directly contradicting docs/scheduled-exports.md, which states they ""are never handed back by the API""."
F1138	W	11	c	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination access key and secret key are serialized back to the client	"`Destination` carries `json:""access_key""` / `json:""secret_key""` and is embedded in `Schedule`, so both the create response and the list response marshal the customer's live cloud credentials back out, directly contradicting `docs/scheduled-exports.md` (""The destination credentials are stored encrypted and are never handed back by the API"") — a claim stronger than the implementation (R49)."
F1139	W	9	a	Critical	(other)	"`internal/exports/model.go` — `Destination` (`AccessKey`/`SecretKey` carry `json:""access_key""` / `json:""secret_key""`); `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`"	destination access key and secret key are serialized straight back to the client, contradicting the documented guarantee	"`Schedule` embeds `Destination` by value with plain JSON tags and both handlers marshal the struct directly, so the create response and every `GET /v1/export-schedules` response contain the customer's live cloud credentials — while `docs/scheduled-exports.md` states ""The destination credentials are stored encrypted and are never handed back by the API"" (R49: the claim is stronger than the implementation; RS4 severity escalation: a live credential, not merely identifying data)."
F1140	W	9	c	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `list`	destination bucket credentials are returned by the API, contradicting the documented contract	"`Destination` carries `json:""access_key""` and `json:""secret_key""` with no marshalling suppression and `Schedule` embeds it with `json:""destination""`, so both `POST` and `GET /v1/export-schedules` serialise the raw secret key back out, while docs/scheduled-exports.md states the credentials ""are never handed back by the API"" (R49: a claim stronger than the implementation)."
F1141	W	18	a	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are echoed back in every API response	"`Destination` marshals `access_key` and `secret_key` like any other field and `Schedule.Destination` has no redaction, so both the create response and the list response contain the customer's cloud secret key in cleartext — directly contradicting `docs/scheduled-exports.md`, which states the credentials ""are never handed back by the API""."
F1142	W23	18	b	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are echoed back in every API response	"`Destination` tags the credentials `json:""access_key""` / `json:""secret_key""` and `Schedule` embeds it as `json:""destination""`, so both the create response and every `GET /v1/export-schedules` serialize the customer's live bucket credentials in cleartext, directly contradicting `docs/scheduled-exports.md` (""The destination credentials … are never handed back by the API"")."
F1143	W	19	a	Critical	(other)	"`internal/api/exports.go` — `create` (`writeJSON(w, http.StatusCreated, schedule)`) and `list` (`writeJSON(w, http.StatusOK, schedules)`); `internal/exports/worker.go` — `runSchedule` (`""destination"", s.Destination`); `internal/exports/model.go` — `Destination.AccessKey`/`SecretKey` carry `json:""access_key""`/`json:""secret_key""`"	destination credentials are handed back by the API and written to the logs	"the same struct is used for request ingest, DB scan, API response and log field, so the customer's live cloud access key and secret are serialized into every 201 and every `GET /v1/export-schedules` body and into every failed-run log line — directly contradicting `docs/scheduled-exports.md`, which tells customers the credentials ""are never handed back by the API""."
F1144	W23	15	a	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `list`	destination credentials are handed back by the API, contradicting the documented guarantee	"`Destination` marshals `access_key` and `secret_key` in every response, so `POST` echoes the customer's secret key back and `GET /v1/export-schedules` returns the secret keys of every schedule in the org, while `docs/scheduled-exports.md` states they ""are never handed back by the API""."
F1145	W	20	b	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are handed back in API responses	"`Destination` tags the credentials `json:""access_key""` and `json:""secret_key""` with no `-`, and `Schedule` embeds it as `json:""destination""`, so the create and list handlers marshal the customer's live bucket write-credentials straight into the response body — contradicting docs/scheduled-exports.md, which states ""are never handed back by the API"" (R49: the claim is stronger than the implementation)."
F1146	W23	13	b	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `list`	destination credentials are handed back in every API response	"`Destination` tags the secret as `json:""secret_key""` and `Schedule` embeds it, so `create` echoes the secret access key in the 201 body and `list` returns it for every schedule — directly contradicting `docs/scheduled-exports.md` (""stored encrypted and are never handed back by the API"")."
F1147	W	23	c	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey`/`SecretKey` json tags; `internal/api/exports.go` — `create` (`writeJSON(w, http.StatusCreated, schedule)`) and `list`	destination credentials are handed back in every API response	"`Destination` tags the secret as `json:""secret_key""` with no `-`, and both `create` and `list` marshal the whole `Schedule`, so `GET /v1/export-schedules` returns every stored `access_key`/`secret_key` in cleartext — directly contradicting `docs/scheduled-exports.md` (""The destination credentials ... are never handed back by the API"")."
F1148	W	22	c	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are handed back in every API response	"`Destination` tags the secrets as `json:""access_key""` and `json:""secret_key""` with no `-`, and both handlers marshal the whole `Schedule` (which embeds `Destination`) straight to the response body, so the create response and every `GET /v1/export-schedules` echo the customer's live S3 secret key back over the wire — directly contradicting `docs/scheduled-exports.md`, which states the credentials ""are never handed back by the API""."
F1149	W	4	c	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey`; internal/api/exports.go — `create` (`writeJSON(w, http.StatusCreated, schedule)`) and `list` (`writeJSON(w, http.StatusOK, schedules)`)	destination credentials are handed back in every API response	"both credential fields carry ordinary JSON tags (`json:""access_key""`, `json:""secret_key""`), so the same struct used for input is marshalled back out by both write paths, directly contradicting docs/scheduled-exports.md (""The destination credentials are stored encrypted and are never handed back by the API"")."
F1150	W23	3	c	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are handed back in every API response, contradicting the documented guarantee	"`Destination` tags the two secret fields `json:""access_key""` and `json:""secret_key""` with no `json:""-""` and no response type, and both handlers serialize the whole `Schedule`, while `docs/scheduled-exports.md` states the credentials ""are never handed back by the API, so keep your own copy""."
F1151	W	16	a	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey`/`SecretKey` json tags, `Schedule.Destination`; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are handed back in the API responses the doc says never return them	"`Destination` tags the secret as `json:""secret_key""` and `Schedule` embeds it as `json:""destination""`, so both the 201 create response and the whole `GET /v1/export-schedules` list serialize the customer's live S3 access key and secret, directly contradicting `docs/scheduled-exports.md` (""are never handed back by the API"") — a claim stronger than the implementation (R49) carrying a live credential (RS4, Critical tier)."
F1152	W23	6	b	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `(*exportHandler).list`	destination credentials are handed back in the create and list responses	"`Destination` marshals `access_key` and `secret_key` as ordinary JSON fields and `Schedule` embeds it by value, so `POST /v1/export-schedules` echoes the customer's secret key back and `GET /v1/export-schedules` returns every stored secret key — while `docs/scheduled-exports.md` states the credentials ""are never handed back by the API""."
F1153	W23	13	c	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `exportHandler.list`	destination credentials are handed back in the create and list responses	"one struct serves both the request decode and the response encode, so `access_key` and `secret_key` are marshalled straight back out of `POST` and `GET /v1/export-schedules`, and the migration stores them as plain `TEXT` — while docs/scheduled-exports.md states they ""are stored encrypted and are never handed back by the API"" (R49: the claim is stronger than the implementation; RS4: a live credential in a response body is a secret, not merely identifying data)."
F1154	W23	17	c	Critical	(other)	"`internal/exports/worker.go` — `runSchedule`, `w.log.Error(""export failed"", ..., ""destination"", s.Destination, ...)`"	destination credentials are logged in full on the failure path	"the whole `Destination` struct is passed as a slog attribute, so `slog` renders `AccessKey` and `SecretKey` into the log record, and it does so on exactly the branch most likely to fire — the doc names ""bad credentials"" as the first failure cause."
F1155	W23	24	c	Critical	(other)	"internal/exports/worker.go — `(*Worker).runSchedule`, the `w.log.Error(""export failed"", ..., ""destination"", s.Destination, ...)` call"	destination credentials are logged on every failed run	"The whole `Destination` value is passed as a log attribute, so `slog` renders `AccessKey` and `SecretKey` into the log record on exactly the path the docs name as the common failure (""bad credentials"")."
F1156	W	7	a	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are marshalled straight back to the client, contradicting the documented contract	"`Destination` tags the secret fields `json:""access_key""` / `json:""secret_key""` and both handlers marshal the whole `Schedule`, so `POST` echoes the credentials and `GET /v1/export-schedules` returns every schedule's live secret key, while `docs/scheduled-exports.md` states they ""are never handed back by the API""."
F1157	W	21	a	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey`/`SecretKey` json tags and `(*Store).Create`; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `list`	destination credentials are returned by the API and stored in plaintext, both against the documented contract	"`docs/scheduled-exports.md` states the destination credentials ""are stored encrypted and are never handed back by the API"", but `Destination` carries `json:""access_key""` / `json:""secret_key""` and the whole `Schedule` is serialized straight into the create and list responses, while `Create` binds `s.Destination.SecretKey` into a plain `TEXT` column (`migrations/0057_export_schedules.sql`, `dest_secret_key TEXT NOT NULL`) with no encryption anywhere in the diff — this is R49's overstated claim, and the claim is load-bearing because the same paragraph tells customers to keep their own copy instead of reading them back."
F1158	W23	2	a	Critical	(other)	internal/exports/model.go — `Destination.AccessKey`/`SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are returned by the API, contradicting the documented contract	"`Destination` tags the credentials `json:""access_key""`/`json:""secret_key""` and `Schedule` embeds it, so both the create response and every `GET /v1/export-schedules` response serialize the customer's secret key in clear text, while `docs/scheduled-exports.md` states they ""are never handed back by the API""."
F1159	W	17	c	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `SecretKey` json tags; `internal/api/exports.go` — `writeJSON` in `create` and `list`	destination credentials are returned by the API, which the docs promise never happens	"the struct carries `json:""access_key""` and `json:""secret_key""` with no omission, and both handlers marshal `*Schedule` straight to the client, contradicting `docs/scheduled-exports.md` (""The destination credentials are stored encrypted and are never handed back by the API"")."
F1160	W23	25	a	Major	(other)	internal/exports/model.go — `Destination.AccessKey` / `SecretKey` json tags; internal/api/exports.go — `create` (`writeJSON(w, http.StatusCreated, schedule)`) and `list`	destination credentials are returned by the API, which the docs say never happens	"both fields carry plain `json:""access_key""` / `json:""secret_key""` tags and `Store.query` scans them for `ListByOrg`, so `POST` echoes the secret back and `GET /v1/export-schedules` returns it on every call, while the doc states credentials ""are never handed back by the API""."
F1161	W23	11	a	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `create`, `list`	destination credentials are returned in API responses	"`Destination` carries `json:""access_key""` / `json:""secret_key""` and `Schedule` embeds it by value, so `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)` serialise the customer's live cloud credentials back out in plaintext."
F1162	W23	10	a	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are returned in API responses	"`Destination` carries `json:""access_key""` / `json:""secret_key""` with no `json:""-""`, and `Schedule` is marshalled straight to the client by both `create` and `list`, so the customer's long-lived bucket credentials are echoed back on every read — directly contradicting `docs/scheduled-exports.md` (""are never handed back by the API"", which is why the doc tells the customer to keep their own copy)."
F1163	W23	10	b	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `create`, `list`	destination credentials are returned in API responses	"`Destination` marshals `access_key` and `secret_key` like any other field, `create` responds with `writeJSON(w, http.StatusCreated, schedule)` and `list` returns rows whose `query` scanned both secret columns, so the documented guarantee in `docs/scheduled-exports.md` (""are never handed back by the API"") is false (R49: claim stronger than the implementation; RS4 severity escalation — a live credential, not merely identifying data)."
F1164	W23	25	c	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `SecretKey` json tags, consumed by internal/api/exports.go `create` (`writeJSON(w, http.StatusCreated, schedule)`) and `list` (`writeJSON(w, http.StatusOK, schedules)`)	destination credentials are returned in API responses	"`Destination` marshals `access_key` and `secret_key` with plain json tags and the whole `Schedule` is written back to the client, so both the create response and every list response hand the customer's cloud credentials back, directly contradicting docs/scheduled-exports.md (""are never handed back by the API"") — an R49 claim stronger than the implementation, and RS4 escalated to Critical because the artifact carries live credentials."
F1165	W23	4	a	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `(*exportHandler).list`	destination credentials are returned in API responses	"`Destination` serializes `access_key` and `secret_key` with plain json tags and both `create` and `list` marshal the whole `Schedule`, so the secret key is echoed on create and handed back on every list — directly contradicting `docs/scheduled-exports.md` (""never handed back by the API"")."
F1166	W	8	b	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are returned in API responses, contradicting the documented guarantee	"`Schedule.Destination` is marshalled with `access_key`/`secret_key` intact, so both the create response and the list response hand the customer's live S3 credentials back, while `docs/scheduled-exports.md` states they ""are never handed back by the API""."
F1167	W23	17	b	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey`; `internal/api/exports.go` — `create`, `list`	destination credentials are returned in API responses, contradicting the documented guarantee	"both credential fields carry plain `json:""access_key""` / `json:""secret_key""` tags and `Schedule` embeds `Destination` by value, so `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)` serialise the customer's live S3 secret key back out, while `docs/scheduled-exports.md` states the credentials ""are never handed back by the API"" (R49: a claim stronger than the implementation; RS4 escalation — a live credential, not merely identifying data)."
F1168	W	3	b	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are returned in every API response	"`Destination` serializes `access_key` and `secret_key` with ordinary json tags and `Schedule` embeds it as `json:""destination""`, so both the create response and the list response echo the customer's live cloud credentials, directly contradicting docs/scheduled-exports.md (""are never handed back by the API"")."
F1169	W	17	b	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are returned in every API response	"`Destination` tags the secret as `json:""secret_key""` with no `-`, and `Schedule` embeds it as `json:""destination""`, so the same struct is used as both the request and the response body — directly contradicting `docs/scheduled-exports.md`, which tells customers ""the destination credentials are stored encrypted and are never handed back by the API""."
F1170	W	21	b	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey`; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are returned in every API response	"the credential fields carry ordinary tags (`json:""access_key""`, `json:""secret_key""`) on the same struct that is marshalled straight back to the client, directly contradicting docs/scheduled-exports.md (""are never handed back by the API, so keep your own copy"")."
F1171	W	6	a	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` json tags; `internal/api/exports.go` — `writeJSON` in `create` and `list`	destination credentials are returned in every API response	"the two credential fields carry ordinary tags `json:""access_key""` / `json:""secret_key""`, `Schedule` embeds `Destination` as `json:""destination""`, and both handlers marshal the whole `Schedule` — while `docs/scheduled-exports.md` states the credentials ""are never handed back by the API"", so the implementation contradicts the control the doc claims (R49)."
F1172	W	8	c	Critical	(other)	"internal/exports/model.go — `Destination.AccessKey`/`SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`; internal/exports/worker.go — `w.log.Error(""export failed"", ..., ""destination"", s.Destination, ...)`"	destination credentials are returned to API clients and written to logs	"`Destination` carries `json:""access_key""` / `json:""secret_key""` and is embedded in `Schedule`, so both handlers serialize the customer's live S3 secret key straight back over the wire, and `runSchedule` logs the whole struct — directly contradicting `docs/scheduled-exports.md` (""never handed back by the API"") (RS4 severity escalation: a live credential, not merely identifying data; R49: the doc claims a control the code does not implement)."
F1173	W	15	c	Critical	(other)	internal/exports/model.go — `Destination.AccessKey`/`SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are returned to API clients, contradicting the documented guarantee	"`Schedule.Destination` is serialized with `access_key` and `secret_key` json tags and both handlers marshal `*Schedule` straight to the response, while docs/scheduled-exports.md states the credentials ""are never handed back by the API""."
F1174	W23	17	c	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are serialized back in API responses	"`Destination` carries `json:""access_key""` and `json:""secret_key""` and the whole `Schedule` is written to the response body by both `create` and `list`, directly contradicting `docs/scheduled-exports.md` (""are never handed back by the API, so keep your own copy"") — the doc states a control the code does not implement (R49)."
F1175	W23	15	b	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are serialized back to API clients	"`Destination` tags both credential fields `json:""access_key""` / `json:""secret_key""` and is embedded in `Schedule`, which both handlers marshal wholesale, so the create response and every `GET /v1/export-schedules` response contain the customer's live S3 secret key — directly contradicting docs/scheduled-exports.md (""are never handed back by the API"")."
F1176	W	15	a	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `SecretKey` json tags; `internal/api/exports.go` — `create`, `list`	destination credentials are serialized back to API clients	"`Destination` tags the secret fields `json:""access_key""` / `json:""secret_key""` and both handlers pass the whole `*Schedule` to `writeJSON`, so `POST` echoes the credentials and `GET /v1/export-schedules` returns every stored secret key in plaintext — directly contradicting `docs/scheduled-exports.md`, which states the credentials ""are never handed back by the API""."
F1177	W	13	c	Critical	(other)	"internal/exports/model.go — `Destination.AccessKey` / `SecretKey` (`json:""access_key""` / `json:""secret_key""`); internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` in `create` and `writeJSON(w, http.StatusOK, schedules)` in `list`"	destination credentials are serialized back to API clients	"`Schedule` embeds `Destination` with both credential fields carrying plain JSON tags and both handlers marshal the whole `Schedule`, so `GET /v1/export-schedules` hands back every schedule's long-lived S3 secret key in cleartext — directly contradicting docs/scheduled-exports.md (""are never handed back by the API, so keep your own copy"")."
F1178	W23	12	c	Critical	(other)	"`internal/api/exports.go` — `exportHandler.create` (`writeJSON(w, http.StatusCreated, schedule)`) and `exportHandler.list` (`writeJSON(w, http.StatusOK, schedules)`), via `exports.Destination` in `internal/exports/model.go` whose `AccessKey`/`SecretKey` carry plain `json:""access_key""` / `json:""secret_key""` tags."	destination credentials are serialized back to the client on both create and list	"`Schedule` embeds `Destination` with no marshalling boundary, so every response that renders a schedule emits the customer's live object-store access key and secret key, directly contradicting `docs/scheduled-exports.md` (""stored encrypted and are never handed back by the API"")."
F1179	W23	2	c	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are serialized back to the client on create and list	"`Destination` carries `json:""access_key""` / `json:""secret_key""` and the whole `Schedule` is marshalled straight into both responses, so the API hands back the customer's long-lived storage secret key — the exact opposite of `docs/scheduled-exports.md`, which states the credentials ""are never handed back by the API""."
F1180	W23	24	a	Critical	(other)	internal/exports/model.go — `Destination.AccessKey` / `Destination.SecretKey` json tags; internal/api/exports.go — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are serialized back to the client on create and list	"`Destination` tags both key fields as `json:""access_key""` / `json:""secret_key""` and `Schedule` embeds it by value, so the 201 body and every 200 from `GET /v1/export-schedules` contain the customer's S3 secret key, directly contradicting docs/scheduled-exports.md (""The destination credentials are stored encrypted and are never handed back by the API"")."
F1181	W23	4	b	Critical	(other)	"`internal/exports/model.go` — `Destination.AccessKey` / `SecretKey` json tags; `internal/api/exports.go` — `create` (`writeJSON(w, http.StatusCreated, schedule)`) and `list` (`writeJSON(w, http.StatusOK, schedules)`); `internal/exports/worker.go` — `runSchedule` (`w.log.Error(""export failed"", ..., ""destination"", s.Destination, ...)`)"	destination credentials are serialized into API responses and into the error log	"`Destination` tags the customer's cloud credentials `json:""access_key""` / `json:""secret_key""` and `Schedule` embeds it by value, so every create response, every list response, and every failed-export log record carries the live secret key in plaintext."
F1182	W23	19	a	Critical	(other)	"internal/exports/model.go — `Destination` json tags; sinks at internal/api/exports.go — `create` (`writeJSON(w, http.StatusCreated, schedule)`) and `list` (`writeJSON(w, http.StatusOK, schedules)`), and internal/exports/worker.go — `runSchedule` (`w.log.Error(""export failed"", ..., ""destination"", s.Destination, ...)`)"	destination credentials are serialized into every API response and into worker logs	"`Destination.AccessKey` and `SecretKey` carry plain `json:""access_key""` / `json:""secret_key""` tags and the struct is embedded in `Schedule`, so the customer's bucket secret key is emitted verbatim by both handlers that marshal a `Schedule` and, via `slog`, by the worker's failure log — directly contradicting `docs/scheduled-exports.md` (""are never handed back by the API""), which is the stated reason the product ships no rotation flow."
F1183	W23	23	b	Critical	(other)	`internal/exports/model.go` — `Destination.AccessKey` / `SecretKey` json tags; `internal/api/exports.go` — `writeJSON(w, http.StatusCreated, schedule)` and `writeJSON(w, http.StatusOK, schedules)`	destination credentials are serialized straight back to API clients	"`Destination` tags the two secret fields as `access_key` and `secret_key` with no `json:""-""`, and both handlers marshal `*Schedule` directly, so every create response and every list response contains the customer's live S3 secret key."
F1184	W	5	a	Critical	(other)	"`internal/exports/model.go` — `Destination.AccessKey` / `Destination.SecretKey` (tags `json:""access_key""` / `json:""secret_key""`), consumed by `internal/api/exports.go` — `exportHandler.create` (`writeJSON(w, http.StatusCreated, schedule)`) and `exportHandler.list` (`writeJSON(w, http.StatusOK, schedules)`)"	destination credentials are serialized straight back to the client on create and list	"`Schedule` embeds `Destination` with ordinary JSON tags on both credential fields and is written verbatim as the response body, so the customer's long-lived bucket access key and secret key are returned by `POST /v1/export-schedules` and by every `GET /v1/export-schedules`, directly contradicting `docs/scheduled-exports.md` (""The destination credentials … are never handed back by the API"")."
F1185	W	12	b	Critical	(other)	"`internal/exports/worker.go` — `runSchedule`, `w.log.Error(""export failed"", ..., ""destination"", s.Destination, ...)`"	destination credentials are written to the application log	the whole `Destination` value is passed as a `slog` attribute, and `slog` renders an unhandled struct field-by-field, so `AccessKey` and `SecretKey` land in plaintext in the log stream on every failed run.
